tweet_id,file_name,label,statement,clean_text,only_text,tokenized_tweet,new_lemmatized_tweet,subject,speaker,contexts,justification,job,affiliations,credits_0,credits_1,credits_2,credits_3,credits_4,posemo,negemo,combined,neutral,is_fake
5849,4088.json,true,There are actually half a million fewer government employees now than there were when (President Barack) Obama took office.,there are actually half a million fewer government employees now than there were when (president barack) obama took office,actually half million fewer government employees (president barack) obama took office,<generator object tweet_to_words at 0x0000004162A1B900>,actually few government employee president barack obama take office,"economy,government-efficiency,jobs,pundits,workers",paul-krugman,"a ""New York Times"" column","Our rating   A group opposing the Kenosha casino project tweeted that the majority of revenue from the business would go to the Seminole tribe in Florida. For that to be right, it would have to be at least $200 million. The groups spokesman admitted that the numbers fall short.",New York Times columnist,none,0.0,2.0,3.0,4.0,0.0,0,0,0,11,0
5854,4551.json,false,"Says Barack Obama is a hypocrite for criticizing President George W. Bushs drone attack program, then using it aggressively as president.",says barack obama is a hypocrite for criticizing president george w bushs drone attack program then using it aggressively as president,says barack obama hypocrite criticizing president george w bushs drone attack program using aggressively president,<generator object tweet_to_words at 0x0000004162A1BB30>,say barack obama hypocrite criticize president george bushs drone attack program use aggressively president,"foreign-policy,military,terrorism",john-fleming,an interview on Fox Business Network,"Hagan told a reporter he had read reports that suggested the game could result in 1,700 to 1,800 jobs for the region, based on findings after prior NCAA football title games. The reports were loaded with numbers, ranging from 2,400 full- and part-time jobs during the Miami areas 2012-13 Orange Bowl week to 1,919 specified in a report breaking down Glendales 2011 title game. Economists said those kinds of numbers tend to be grossly inflated, and are difficult to parse, especially when the determining factors arent well-defined. Even with Hagans relatively conservative offhand guess, those experts said the numbers are wide of the goalposts.",U.S. Representative,republican,0.0,2.0,0.0,0.0,0.0,0,3,3,12,1
5884,2946.json,barely-true,Says federal health care overhaul will cost Texas state government upwards of $30 billion over the next 10 years.,says federal health care overhaul will cost texas state government upwards of $30 billion over the next 10 years,says federal health care overhaul cost texas state government upwards $30 billion next 10 years,<generator object tweet_to_words at 0x0000004162A20890>,say federal health care overhaul cost texas state government upwards next year,"health-care,state-budget",rick-perry,an interview,"Saslaw, the senate minority leader, said one-third of the gasoline bought in Virginia is purchased by out-of-state motorists. He cited the statistic as a reason he and many other Democrats oppose the governors plan to raise money for roads by ending the state gas tax and increasing the sales tax. Saslaw said the plan would diminish Virginias ability to tax out-of-state drivers for using its roads and transfer that burden to Virginians. Saslaw offered no credible proof to back his statistic. Each time we asked him, he cited a different possible source: the DMV, the Virginia Department of Transportation, maybe a newspaper article. Theres a good reason none of his possible sources pan out: the statistic does not exist. Virginia taxes gasoline sales at the wholesale level, not at the pumps. So theres no data on the percentage of gas purchased in Virginia by out-of-state drivers. The burden of proof falls on Saslaw and he comes up empty.",Governor,republican,30.0,30.0,42.0,23.0,18.0,0,0,0,15,1
5899,1159.json,pants-fire,President Obama . . . wants to mandate circumcision.,president obama    wants to mandate circumcision,president obama wants mandate circumcision,<generator object tweet_to_words at 0x0000004162A20F20>,president obama want mandate circumcision,"health-care,pundits",rush-limbaugh,a radio broadcast,"Jobs math    Here's how Craig Miller breaks down his career job creation, with Red Lobster representing nearly half of the total:    Ruth's Hospitality Group (2004-08)  Miller's role: Joined as president and CEO; from Sept.  2006, also chairman of the board  Restaurants added by company during tenure: 37  Estimated jobs created: 2,313    Uno Restaurant Corp.  (1984-2001)  Miller's role: Joined as vice president for administration responsible for development and franchising, became executive vice president/chief operating officer, then in 1996 president and chief executive officer  Restaurants added by company during tenure: About 185  Estimated jobs created: 11,563    General Mills Restaurants (1973-84)  Miller's role: Joined as part-time auditor before earning college degree; moved to payroll; held positions in finance, planning and analysis, development, real estate, corporate growth and purchasing; after acquisition of Casa Gallardo in 1979, primary duties were as vice president of Casa Gallardo  Restaurants added by company during tenure: Casa Gallardo, about 30; Red Lobster, about 325; other brands, about 125  Estimated jobs created: 30,000    Total: 43,876  Sources: Craig Miller campaign, Boston Business Journal  Notes: Restaurants added don't include acquisitions. General Mills Restaurants became Darden Restaurants in 1995.",Radio host,none,9.0,11.0,5.0,2.0,10.0,0,0,0,5,1
5918,1366.json,mostly-true,President Obama has the worst ratings of any president at the end of his first year.,president obama has the worst ratings of any president at the end of his first year,president obama worst ratings president end first year,<generator object tweet_to_words at 0x0000004162A257B0>,president obama bad rating president end first year,"history,job-accomplishments",karl-rove,a 'Wall Street Journal' column,"Carroll told the Broward GOP in September that Scott ""doesn't have any ties to a lobbyist. ""Scott wasn't the go-to preferred pick among the lobbyist crowd during the primary. But he has taken multiple donations from lobbyists and, since the primary, lobbyists organized at least two fundraisers for him. And in 2009, Scott's Solantic employed Florida lobbyists. It would be extremely unusual for any statewide candidate who won the primary to be completely devoid of lobbyist ties.",0,republican,2.0,5.0,2.0,8.0,0.0,0,1,1,7,0
5923,3501.json,barely-true,"In 2009, we cut state spending in real terms for the first time in 150 years.",in 2009 we cut state spending in real terms for the first time in 150 years,2009 cut state spending real terms first time 150 years,<generator object tweet_to_words at 0x0000004162A259E0>,cut state spend real term first time year,state-budget,tim-pawlenty,"his book, ""Courage to Stand: An American Story""","In 2003, Frank noted, McCain won authorization to buy property to create a buffer zone around Luke Air Force Base in Arizona, and in 1992, McCain asked the Environmental Protection Agency to provide $5-million toward a wastewater project in Nogales, Ariz. While McCain would surely say these projects don't meet the definition of pork barrel spending, watchdogs disagree. ""If it doesn't meet the technical term of earmark, it would probably meet the public idea of one,"" Pete Sepp, a vice president at the conservative, anti-pork National Taxpayers Union, told the     New York Times    in reference to the Rehnquist center request. By most senators' standards, McCain's pork barrel requests are minuscule, but they do exist.",0,republican,2.0,3.0,3.0,6.0,1.0,0,0,0,10,1
5940,4475.json,mostly-true,"Since 1995, the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent.",since 1995 the top 400 wealthiest families have seen their incomes go up 400 percent and their tax rates go down 40 percent,since 1995 top 400 wealthiest families seen incomes go 400 percent tax rates go 40 percent,<generator object tweet_to_words at 0x0000004162A2A190>,top wealthy family see income go percent tax rate go percent,"economy,taxes",barbara-boxer,an interview on MSNBC,"Trump said, ""Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. We found nothing to supportthe idea that the three tech and social media companies reduced thevisibility of the latest developments in the Clinton email controversy. The burden is on Trump to produce information to support his statement.",U.S. Senator,democrat,2.0,0.0,3.0,4.0,1.0,1,0,1,15,0
5948,6048.json,mostly-true,"It took us four years to balance the budget. Then I gave you four surplus budgets for the first time in more than 70 years, paid $600 billion down on the national debt.",it took us four years to balance the budget then i gave you four surplus budgets for the first time in more than 70 years paid $600 billion down on the national debt,took us four years balance budget gave four surplus budgets first time 70 years paid $600 billion national debt,<generator object tweet_to_words at 0x0000004162A2A510>,take year balance budget give surplus budget first time year pay national debt,"deficit,federal-budget",bill-clinton,a video posted on YouTube,"The latest revenue projection from the tax for Penningtons northwest Georgia region is $140 million a year. It is possible, if all 12 regions pass the tax, that it could collect more than $1 billion a year, which would be the largest tax increase that we could find. The key will be whether voters in the Atlanta region approve it.",former president,democrat,4.0,2.0,12.0,11.0,3.0,0,1,1,18,0
5980,5782.json,mostly-true,President Obamas suggested reduction in spending for next year: $0.,president obamas suggested reduction in spending for next year $0,president obamas suggested reduction spending next year $0,<generator object tweet_to_words at 0x0000004162A2F350>,president obama suggest reduction spending next year,federal-budget,mitt-romney,a graphic posted on his website,"But the word ""partition"" carries heavy political implications, namely the creation of three separate nations. And that was never Biden's plan. He consistently upheld the idea of one Iraq with a central government, albeit a more modest one responsible for such things as defense, foreign affairs and sharing oil revenues.",Former governor,republican,34.0,32.0,58.0,33.0,19.0,0,0,0,8,0
5984,2654.json,false,Says Alex Sinks plans for governor include $12.5 billion in new spending.,says alex sinks plans for governor include $125 billion in new spending,says alex sinks plans governor include $125 billion new spending,<generator object tweet_to_words at 0x0000004162A2F510>,say alex sink plan governor include new spending,"education,government-efficiency,state-budget,transportation",rick-scott,a Leadership Florida/Florida Press Association debate.,"Workers often get a week or so of vacation or sick leave. MAVENs numbers are OK for a back-of-the-envelope calculation. However, metro Atlanta is so big and the commutes can be so different that assuming a trip to work takes as much time as the one back home is a bridge too far.",Governor,republican,28.0,23.0,38.0,34.0,7.0,0,0,0,10,1
6022,12213.json,true,States with the highest gun ownership rates also have the highest suicide rates.,states with the highest gun ownership rates also have the highest suicide rates,states highest gun ownership rates also highest suicide rates,<generator object tweet_to_words at 0x0000004162A345F0>,state high gun ownership rate also high suicide rate,guns,myra-signer,a conference.,"Perry said, ""Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris. ""In one interview, Obama described the attackers as ""randomly"" shooting people, but he seems to have been answering a question about how the public perceives acts of violence by terrorists. On several prior occasions, Obama called the attack on the grocery an act of anti-Semitism. Obamas press team said Obama only meant that the killer did not target particular individuals as long as they were Jewish. In the Vox interview, Obama may have used a poor choice of words to describe the way that people going about their normal, everyday business sometimes end up in terrorists line of fire. But Perry goes too far when he says Obama ""has chosen to deny"" anti-Semitic motivation. Obama has specifically cited such a motivation in several other instances.","Executive director, National Alliance on Mental Illness Virginia",organization,0.0,0.0,0.0,0.0,0.0,0,1,1,8,0
6038,9563.json,mostly-true,We in this state saw more job creation in the last three years since Ive been governor than you saw in the whole eight years of Doyles time as governor.,we in this state saw more job creation in the last three years since ive been governor than you saw in the whole eight years of doyles time as governor,state saw job creation last three years since ive governor saw whole eight years doyles time governor,<generator object tweet_to_words at 0x0000004162A34CF0>,state see job creation last year ve governor see whole year doyle time governor,jobs,scott-walker,a news conference,But the statement ignores facts that create a different impression. Experts agreed that the once-banned weapons were not commonly used for deer hunting.,Milwaukee County Executive,republican,26.0,41.0,32.0,40.0,11.0,0,0,0,17,0
6061,7794.json,mostly-true,Says President Barack Obamas proposed budget includes two new tax increases that would collect about $14 billion.,says president barack obamas proposed budget includes two new tax increases that would collect about $14 billion,says president barack obamas proposed budget includes two new tax increases would collect $14 billion,<generator object tweet_to_words at 0x0000004162A39740>,say president barack obama propose budget include new tax increase collect,taxes,tom-price,a tweet,"Trump said, ""The FBI has reopened its investigation into Hillary Clinton . . . and discovered another 650,000 emails. ""Trump has a point that the FBI had stopped actively investigating Clinton emails until the latest development. But experts told us its unlikely it was ever formally closed, so ""reopen"" is an imprecise word. The bigger factual issue is his number. The 650,000 emails were discovered in a separate investigation, and it is not clear just how many are related to Clinton and how many are duplicates of emails already reviewed by the FBI. Reports indicate that the bureau is examining just a small portion of the 650,000 emails.",Congressman,republican,1.0,2.0,5.0,3.0,0.0,0,0,0,15,0
6095,5586.json,mostly-true,"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes.",because of the new health care law americans no longer will see their coverage dropped or capped when illness strikes,new health care law americans longer see coverage dropped capped illness strikes,<generator object tweet_to_words at 0x0000004162A3E660>,new health care law american long see coverage drop capped illness strike,"health-care,job-accomplishments,message-machine-2012",barack-obama,an Obama campaign film,"Sanders said, ""Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen. ""This is an accurate assessment. The Saudis have prioritized the conflict in Yemen over the fight against ISIS, as evidenced by the amount of resources it has committed to both crises.",President,democrat,70.0,71.0,160.0,163.0,9.0,0,1,1,11,0
6104,11520.json,false,Says his tax plan wouldnt leave the federal government with a $1.1 trillion hole.,says his tax plan wouldnt leave the federal government with a $11 trillion hole,says tax plan wouldnt leave federal government $11 trillion hole,<generator object tweet_to_words at 0x0000004162A3EA50>,say tax plan leave federal government hole,"federal-budget,taxes",ben-carson,the third GOP primary debate.,"Deflecting criticism of his countrys anti-gay propaganda law, Putin said, ""In some of the states in the U. S. , homosexuality remains a felony. ""Several states still have sodomy laws on the books, and a few specifically prohibit gay sodomy. But the laws are unenforceable and have been for a decade after a Supreme Court ruling.",0,republican,7.0,12.0,3.0,2.0,4.0,0,0,0,10,1
6137,12182.json,half-true,The rate of uninsured Americans (is) 8.8 percent.,the rate of uninsured americans (is) 88 percent,rate uninsured americans (is) 88 percent,<generator object tweet_to_words at 0x0000004162A43900>,rate uninsured american percent,health-care,barack-obama,a Medium post,"Rosen said Tarkanian ""wants to defund Planned Parenthood and would outlaw a woman's right to choose, even in cases of rape or incest. ""Tarkanian is ardently pro-life and has consistently said on multiple occasions hed support defunding Planned Parenthood and only supports allowing abortion access if continuing the pregnancy would threaten the mothers life.",President,democrat,70.0,71.0,160.0,163.0,9.0,0,1,1,5,0
6155,765.json,barely-true,"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",barack obamas health care plan is to mandate health care coverage and have a universal government-run program,barack obamas health care plan mandate health care coverage universal government-run program,<generator object tweet_to_words at 0x0000004162A48120>,barack obama health care plan mandate health care coverage universal governmentrun program,health-care,sarah-palin,St. Louis,We give her credit for steering us to a less expensive option in 2009 and saving us money from 2010 through June 2012.,0,republican,9.0,19.0,9.0,6.0,6.0,0,0,0,12,1
6209,4620.json,mostly-true,Says Republicans want to cut education by 25 percent.,says republicans want to cut education by 25 percent,says republicans want cut education 25 percent,<generator object tweet_to_words at 0x0000004162A4D900>,say republican want cut education percent,"education,federal-budget,new-hampshire-2012",david-axelrod,a speech to the New Hampshire Institute of Politics,"Ford said that TIF money takes away money from the citys general fund, implying that taxpayers would pay for the Lens with money that could be used elsewhere. Actually, the funds come from a special financing district, not from general funds.",0,democrat,2.0,1.0,6.0,7.0,0.0,0,0,0,7,0
6230,3623.json,barely-true,Says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts.,says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts,says $38 billion spending cuts federal budget compromise less $1 billion real cuts,<generator object tweet_to_words at 0x0000004162A52270>,say spending cut federal budget compromise less real cut,"federal-budget,state-budget",sarah-palin,"a speech in Madison, Wisconsin","Still, because education spending makes up such a large proportion of the total Function 500 costs  over 90 percent  it's safe to assume most of the cuts from this category would come from education. With that in mind, the percentages don't lie. The Ryan budget proposal included more than 25 percent funding cuts every year between 2016 and 2021, and it proposed a total 24 percent funding cut between 2012 and 2021, within range of Axelrods 25 percent figure. Axelrod's figures are correct if you include everything in the category, most of which is education, but it also includes items that are not education.",0,republican,9.0,19.0,9.0,6.0,6.0,0,0,0,13,1
6291,619.json,false,"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",obama plans a tax increase for everyone earning more than $42000 a year,obama plans tax increase everyone earning $42000 year,<generator object tweet_to_words at 0x0000004162A57D60>,obama plan tax increase earn year,taxes,john-mccain,an Internet ad,"Clinton said, ""Our economy is so much stronger than when they took office. Nearly 15 million new private-sector jobs. ""Clinton specified ""when they took office"" in her speech, and the actual number of jobs starting with their inauguration is only about two-thirds as big -- 10. 6 million jobs. The 15 million number uses a different, more limited timeframe to count job creation.",U.S. senator,republican,31.0,39.0,31.0,37.0,8.0,0,0,0,8,1
6293,9159.json,mostly-true,Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,charlie crist raised taxes in 2009 and wont rule out raising taxes again,charlie crist raised taxes 2009 wont rule raising taxes,<generator object tweet_to_words at 0x0000004162A57E40>,charlie crist raise taxis rule raise taxis,"state-budget,taxes",republican-party-florida,a tweet,"During Senate debate, Clinton did not defend the Woodstock project, but Schumer strongly stood up for the Bethel project as an asset for an economically struggling county. UPDATE: McCain's campaign used his remark for a TV ad that began airing in New Hampshire a few days later. The ad begins with psychedelic music (the Doors? )and a swirl of colors to invoke memories of Woodstock.",0,republican,10.0,6.0,6.0,6.0,4.0,0,0,0,9,0
6301,354.json,true,"Hillary Clinton ""has the only health care plan that covers every American.""",hillary clinton has the only health care plan that covers every american,hillary clinton health care plan covers every american,<generator object tweet_to_words at 0x0000004162A5C200>,hillary clinton health care plan cover american,health-care,hillary-clinton,in a television ad,"Our rating Rae said Wisconsin's non-discrimination law ""doesn't protect members of the transgender community. ""Its unclear whether a transgender person could pursue in state court a discrimination case using laws that prohibit discrimination based on sex (gender) or on sexual orientation. What is clear is Wisconsin laws do not expressly prohibit discrimination based on a persons status as transgender.",Presidential candidate,democrat,40.0,29.0,69.0,76.0,7.0,0,0,0,8,0
6302,4658.json,pants-fire,Says the national heath care reform is a government takeover of health care.,says the national heath care reform is a government takeover of health care,says national heath care reform government takeover health care,<generator object tweet_to_words at 0x0000004162A5C270>,say national heath care reform government takeover health care,health-care,chris-christie,a radio interview,"The New Hampshire Republican Party said that Maggie Hassan, as a state senator, ""voted to kill legislation that would have blocked any effort to promote sanctuary city policies in New Hampshire. ""Hassan did vote against a 2008 bill that would have prohibited New Hampshire from serving as a ""sanctuary for illegal aliens. ""However, its worth noting there were no efforts to establish sanctuary cities in the state at the time, nor are there any efforts today.",Governor of New Jersey,republican,10.0,17.0,27.0,19.0,8.0,1,0,1,8,1
6338,6658.json,half-true,Says his budget plan would cut our deficits by $4 trillion.,says his budget plan would cut our deficits by $4 trillion,says budget plan would cut deficits $4 trillion,<generator object tweet_to_words at 0x0000004162A61270>,say budget plan cut deficit,"corrections-and-updates,deficit,federal-budget",barack-obama,a speech at the Democratic convention,"Nadine Smith, the director of Equality Florida, said, ""The financial penalties imposed"" on gay couples ""can cost us more than $300,000 compared with married heterosexual couples over a lifetime. ""Smith said ""penalties"" are ""imposed"" on same-sex couples. Actually, it's more accurate to say that they don't have access to the same benefits as opposite-sex couples. On the question of numbers, is it possible that for some gay couples, the cost would add up to $300,000 over a lifetime?The key here is that word ""can. ""It is difficult to come up with an average because the taxes, health insurance and expenses vary from couple to couple depending on where they live and other factors. The most extensive analysis we saw from the New York Times calculated a range between about $41,196 and $467,562 in 2009. The $300,000 cited by Smith falls within that range but requires some explanation.",President,democrat,70.0,71.0,160.0,163.0,9.0,0,0,0,8,0
6375,4742.json,false,Repealing the health care law would save $95 billion in 2016.,repealing the health care law would save $95 billion in 2016,repealing health care law would save $95 billion 2016,<generator object tweet_to_words at 0x0000004162A662E0>,repeal health care law save,"federal-budget,health-care",mitt-romney,an op-ed in USA Today,"A Clinton campaign video listed eight steps Trump has promised to take as president. Fiveof those are firmly on the Trump agenda. There might be some debate over his plan to defund Planned Parenthood, because he links that to continued abortions. However, there is no indication that the group plans to stop providing that service, so a President Trump would need to cut funding if he wanted to keep his promise. The one exaggeration in the video is his threat to kill the families of terrorists. Trump seems to have backed off that promise. He has said he would make them suffer, not necessarily kill them. The video might miss a couple of nuances, but it is generally accurate.",Former governor,republican,34.0,32.0,58.0,33.0,19.0,0,0,0,9,1
6382,3952.json,true,Says the state budget includes spending on commercials for Fortune 500 companies.,says the state budget includes spending on commercials for fortune 500 companies,says state budget includes spending commercials fortune 500 companies,<generator object tweet_to_words at 0x0000004162A665F0>,say state budget include spend commercial foune company,state-budget,david-simpson,an op-ed,"In his first Senate floor speech, he cited a shrinking military that the numbers do not fully bear out. Perdue does have a valid point to make, about a historical success in paying for a military whose strength and size make it more likely to be a deterrent than a singular battle force. His argument can be supported, but not with the numbers he provides.",Texas House Representative,republican,0.0,0.0,0.0,1.0,0.0,1,0,1,8,0
6410,5331.json,false,Says that as Wisconsin governor he never raised taxes.,says that as wisconsin governor he never raised taxes,says wisconsin governor never raised taxes,<generator object tweet_to_words at 0x0000004162A6B270>,say wisconsin governor never raise taxis,"job-accomplishments,state-budget,state-finances,taxes",tommy-thompson,an interview,"Rubio's statement was that, to pay for government growth over decades, leaders ""borrowed $4 billion a day, leaving us with today's $14 trillion debt. ""The sentence mixes a breakdown of the deficit and a total for the debt, and the casual reader could easily confuse the two concepts. We think it would have been more accurate to say that leaders ""borrowed $4 billion a day last year to cover the deficit, pushing today's debt to$14 trillion. ""Still, the senators calculation works, even though the money isn't really borrowed every single day.",0,republican,6.0,8.0,2.0,5.0,3.0,0,0,0,6,1
6427,3360.json,true,Says taxes paid by the poorest residents of Texas are above the national average.,says taxes paid by the poorest residents of texas are above the national average,says taxes paid poorest residents texas national average,<generator object tweet_to_words at 0x0000004162A6B9E0>,say taxis pay poor resident texas national average,"income,taxes",paul-krugman,an op-ed column.,"Roberts said, ""Do you know which state has the worst ratio of white voter turnout to African-American voter turnout?Do you know what has the best, where African-American turnout actually exceeds white turnout?For several reasons -- including unacceptably wide margins of error, strange year-to-year inconsistencies and problematic coding policies -- the survey data Roberts likely used to back up his point on Massachusetts is questionable. And even if this data source had been reliable for his purposes, Roberts decision to hold up Massachusetts as his primary example amounts to cherry picking, since its data diverges significantly from that of its regional neighbors. However, Roberts makes a valid point when he notes that black voter turnout in Mississippi and other deep south states is high, and indeed often exceeds white turnout. So while Roberts is on shaky ground with Massachusetts, hes on more solid turf when it comes to Mississippi.",New York Times columnist,none,0.0,2.0,3.0,4.0,0.0,0,1,1,7,0
6485,5509.json,true,Says he cut taxes by more than $600 million when he wasgovernor.,says he cut taxes by more than $600 million when he wasgovernor,says cut taxes $600 million wasgovernor,<generator object tweet_to_words at 0x0000004162A753C0>,say cut taxis wasgovernor,"job-accomplishments,state-budget,taxes",george-allen,an op-ed,"We want to drive them out of business all together. ""Back to Kottkamp's original statement. Trying to underscore the severity of the prescription drug problem in Florida, Kottkamp said that ""nearly all of the top 50 prescribers"" of the powerful pain killer oxycodone in the country are located in Florida. The DEA, using its most recent data, says that 49 out of 50 of the top oxycodone prescribers are located in Florida.",consultant,republican,2.0,8.0,3.0,4.0,1.0,0,0,0,6,0
6550,3977.json,mostly-true,Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.,most of the state budget isnt for state government doing things  85 percent of the state budget is transferred to local communities for delivery of service,state budget isnt state government things 85 percent state budget transferred local communities delivery service,<generator object tweet_to_words at 0x0000004162A7F0B0>,state budget be state government thing percent state budget transfer local community delivery service,"state-budget,state-finances",ron-amstutz,a forum on the state budget,"You don't save dollars by eliminating the Department of Citrus. ""In fact, about 85 percent is paid for by the growers -- of the rest, about 9 percent comes from the federal government. So Putnam is correct that Florida won't save state taxpayer dollars by eliminating the department, but he's missing thecontext of the additional federal dollars.",State representative,republican,0.0,0.0,0.0,1.0,0.0,0,0,0,15,0
6551,11709.json,true,The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,the united states spends almost three times per capita what they spend in the uk on health care and 50 percent more than they pay in france,united states spends almost three times per capita spend uk health care 50 percent pay france,<generator object tweet_to_words at 0x0000004162A7F120>,united state spend almost time capita spend uk health care percent pay france,health-care,bernie-s,the Dec. 19 Democratic presidential debate,"But that debate is beyond the scope of this article. On the specific question Cain raised -- whether participants in Galveston will ""retire making at least 50 percent more than they would ever get out of Social Security"" -- the answer is, ""it depends. ""According to studies published a dozen years ago, some will, and some wont. And the outlook today for the Galveston plans rate of return -- while not immutable going forward -- is more downbeat than it was in 1999.",U.S. Senator,independent,18.0,12.0,22.0,41.0,0.0,0,0,0,16,0
6557,3739.json,false,"For four years, we balanced the budget and paid off $405 billion in debt.",for four years we balanced the budget and paid off $405 billion in debt,four years balanced budget paid $405 billion debt,<generator object tweet_to_words at 0x0000004162A7F3C0>,year balanced budget pay debt,"deficit,economy,federal-budget",newt-gingrich,a presidential campaign announcement video,"In other words, accepting the money would not have dictated ""the kinds of lights that can be installed in a home in Akutan, and how thick window panes must be in Chignik. ""A strict reading of the requirements for the energy-efficiency money might give credence to Palin's concerns. But the experience of Missouri and the explicit letter from the Department of Energy to Palin's office made clear the feds are not imposing a ""one-size-fits-all"" building code. Palin sounds like someone looking for a fight when there isn't one.","Co-host on CNN's ""Crossfire""",republican,16.0,15.0,20.0,10.0,11.0,1,1,2,6,1
6561,6751.json,half-true,Says Republican U.S. Senate candidate Tommy Thompson supports massive tax cuts for corporations that outsource Wisconsin jobs.,says republican us senate candidate tommy thompson supports massive tax cuts for corporations that outsource wisconsin jobs,says republican us senate candidate tommy thompson supports massive tax cuts corporations outsource wisconsin jobs,<generator object tweet_to_words at 0x0000004162A7F580>,say republican senate candidate tommy thompson suppos massive tax cut corporation outsource wisconsin job,"economy,jobs,message-machine-2012,taxes",afscme,a TV ad,"Matalin said that Romney might have offshore accounts, but so do others. ""Debbie Wasserman Schultz, the handpicked Democratic chairman by Barack Obama, has these offshore accounts,"" she said. Actually, Wasserman Schultz had a 401(k) account of less than $15,000, managed by an American company, that included some foreign investments. Romneys account was a savings account of approximately $3 million held by a Swiss bank. Matalin does have a point that Romneys account was entirely legal and he paid taxes on the earnings. But Wasserman Schultzs investments are not similar to Romneys, neither in size nor in type.",0,none,3.0,1.0,2.0,3.0,0.0,1,0,1,14,0
6581,5464.json,mostly-true,Says he did the very best in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama.,says he did the very best in a recent poll in iowa matching up each of the major republican presidential candidates against president barack obama,says best recent poll iowa matching major republican presidential candidates president barack obama,<generator object tweet_to_words at 0x0000004162A7FE40>,say good recent poll iowa match major republican presidential candidate president barack obama,polls,ron-paul,a Republican presidential debate in Arizona,"Kelly said that the science on vaccine safety is certain today. The researchers we contacted said that as far as the science is concerned, certainty had been reached at least 10 years ago with the release of a major national study debunking the link between the measles mumps, rubella vaccine and autism. Five years ago, the British journal the Lancet retracted the original report that triggered the initial wave of fear. That decision was the final nail in the coffin of a discredited report. If anything, Kelly undersold her point about when scientists agreed that vaccination is safe.",U.S. representative,republican,5.0,8.0,8.0,8.0,3.0,1,0,1,12,0
6590,11642.json,pants-fire,"President Barack Obama wants to take in 250,000 (people) from Syria.",president barack obama wants to take in 250000 (people) from syria,president barack obama wants take 250000 (people) syria,<generator object tweet_to_words at 0x0000004162A84270>,president barack obama want take people syria,"immigration,terrorism",donald-trump,"a rally in Beaumont, Texas","But the governor shouldnt have described all of those 115 increases as ""taxes. ""In the eight years before he took office, state officials approved roughly 115 increases in taxes and fees or other tax policy changes. Also, there are multiple factors behind losing jobs, wealth and residents, such as the general downturn in the economy.",President-Elect,republican,63.0,114.0,51.0,37.0,61.0,0,0,0,8,1
6598,5369.json,false,The Republicans just voted last year to end Medicare.,the republicans just voted last year to end medicare,republicans voted last year end medicare,<generator object tweet_to_words at 0x0000004162A845F0>,republican vote last year end medicare,"medicare,retirement",steve-rothman,a speech on the House floor,"The Libertarian Party in Broward said on its website that the Libertarian Party ""is the third-largest political party in the U. S. "" Quantifying the number of Libertarians is tricky; some states dont track the affiliation. As for those officially registered with the Libertarian Party, its about 326,000. Some state-based parties -- most notably the Independence Party in New York and the American Independent Party in California -- have more people registered to their party than that, though.",0,democrat,1.0,2.0,0.0,1.0,1.0,0,0,0,6,1
6621,3771.json,pants-fire,"Promotes a chart saying that Barack Obama has increased the debt by 16 percent, compared to George W. Bush, who increased it by 115 percent.",promotes a chart saying that barack obama has increased the debt by 16 percent compared to george w bush who increased it by 115 percent,promotes chart saying barack obama increased debt 16 percent compared george w bush increased 115 percent,<generator object tweet_to_words at 0x0000004162A89040>,promote cha say barack obama increase debt percent compare george bush increase percent,"deficit,federal-budget,history",nancy-pelosi,a chart posted on her Flickr account,"This time, Israel ($117. 6 billion) was number one, followed by Egypt ($83. 7 billion) at number two. Rounding out the top 10 were Iraq ($54. 4 billion), Afghanistan ($35. 2 billion), Russia ($18. 1 billion), Pakistan ($18 billion), Turkey ($16. 7 billion), Jordan ($11. 2 billion), Sudan ($10. 3 billion), and Colombia ($10. 3 billion). For our ruling, we wanted to know if Douthat was correct that under Mubarak's rule, Egypt received more American dollars than any country besides Israel.",House Minority Leader,democrat,3.0,7.0,11.0,2.0,3.0,0,1,1,15,1
